Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,Elite%
F,596,Solanke,7.2,7.2,Spurs,87,4.48,84,3.48,78,3.82,79,4.42,73,3.21,66,3.79,69,3.56,68,4.32,62,3.08,65,2.94,0.00
F,597,Richarlison,6.3,6.3,Spurs,0,0.00,0,0.00,24,1.19,40,2.20,48,2.12,47,2.67,41,2.12,36,2.37,33,1.68,33,1.61,0.00
F,598,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,599,Scarlett,4.3,4.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,600,Areola,4.3,4.3,West Ham,8,0.26,12,0.43,18,0.54,16,0.53,22,0.69,15,0.47,22,0.90,22,0.92,21,0.62,18,0.58,0.00
G,601,Foderingham,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,602,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,603,Diouf,4.0,4.0,West Ham,84,2.45,79,2.79,78,1.81,77,2.37,80,2.04,78,1.93,81,3.64,78,3.09,79,2.31,75,2.07,0.00
D,604,Emerson,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,605,Kilman,4.2,4.2,West Ham,24,0.79,5,0.16,9,0.23,10,0.33,11,0.31,13,0.38,11,0.47,12,0.50,14,0.42,11,0.34,0.00
D,606,Mavropanos,4.4,4.4,West Ham,90,3.05,78,3.08,77,2.33,72,2.64,69,2.15,68,2.12,71,3.43,68,3.18,70,2.34,67,2.24,0.00
D,607,N.Aguerd,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,608,Scarles,4.3,4.3,West Ham,11,0.40,14,0.55,18,0.58,17,0.64,19,0.65,22,0.74,18,0.89,19,0.91,22,0.75,23,0.82,0.00
D,609,Todibo,4.3,4.3,West Ham,0,0.00,83,3.02,83,2.27,77,2.62,79,2.25,74,2.13,76,3.41,76,3.29,74,2.28,76,2.34,0.00
D,610,Wan-Bissaka,4.1,4.1,West Ham,86,2.62,86,3.11,81,2.04,82,2.64,83,2.23,75,2.01,78,3.56,77,3.20,82,2.49,76,2.22,0.00
D,611,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,612,L.Paquetá,5.9,5.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,613,Souček,5.7,5.7,West Ham,73,2.84,69,2.89,69,2.42,68,2.60,66,2.44,68,2.38,68,3.05,67,3.21,66,2.13,66,2.46,0.00
M,614,Ward-Prowse,5.6,5.6,Burnley,35,1.60,40,1.63,39,1.82,40,1.75,36,1.73,37,1.61,43,2.00,40,2.33,43,0.68,41,1.81,0.00
M,615,Summerville,5.6,5.6,West Ham,78,3.32,76,3.59,73,2.72,75,3.08,72,2.87,76,2.83,70,3.67,70,3.66,74,2.67,72,2.88,0.00
M,616,Álvarez,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,617,Cornet,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,618,G.Rodriguez,4.8,4.8,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,619,L.Guilherme,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,620,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,621,Irving,4.3,4.3,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,622,Orford,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,623,Potts,4.4,4.4,West Ham,29,1.13,31,1.25,33,1.19,38,1.43,30,1.12,35,1.26,36,1.50,33,1.56,40,1.23,36,1.35,0.02
F,624,Bowen,7.7,7.7,West Ham,88,4.33,86,4.76,85,3.50,83,3.90,81,3.68,80,3.41,79,4.80,80,4.66,85,3.46,81,3.62,0.06
F,625,Füllkrug,5.6,5.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,626,Marshall,4.3,4.3,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.03
G,627,Johnstone,4.4,4.4,Wolves,1,0.03,2,0.08,3,0.10,6,0.19,4,0.13,0,0.00,5,0.17,7,0.27,5,0.15,8,0.31,0.00
G,628,José Sá,4.2,4.2,Wolves,94,5.60,94,3.05,93,2.95,91,2.73,90,2.72,0,0.00,88,2.90,89,3.30,88,2.63,89,3.35,0.03
G,629,Bentley,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,630,King,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,631,Agbadou,4.2,4.2,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,632,Doherty,4.4,4.4,Wolves,37,2.25,37,1.30,43,1.40,42,1.29,40,1.19,0,0.00,39,1.37,43,1.69,42,1.39,43,1.84,0.00
D,633,H.Bueno,4.3,4.3,Wolves,83,4.45,77,2.55,74,2.35,76,2.19,74,2.09,0,0.00,72,2.48,73,2.77,73,2.35,72,3.12,0.00
D,634,Mosquera,4.3,4.3,Wolves,67,4.23,38,1.39,52,1.76,50,1.58,54,1.75,0,0.00,57,2.08,59,2.46,69,2.26,63,2.73,0.00
D,635,R.Gomes,4.4,4.4,Wolves,38,2.55,41,1.60,37,1.40,39,1.39,37,1.27,0,0.00,41,1.67,44,1.98,40,1.53,38,1.90,0.00
D,636,S.Bueno,4.4,4.4,Wolves,80,4.69,80,2.75,75,2.34,71,2.12,69,2.06,0,0.00,70,2.45,69,2.70,64,1.97,67,2.77,0.00
D,637,Toti,4.2,4.2,Wolves,19,1.04,45,1.55,52,1.63,57,1.72,55,1.68,0,0.00,55,1.94,56,2.22,51,1.60,48,1.98,0.00
D,638,Hoever,3.8,3.8,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,639,Meupiyou,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,640,Pedro Lima,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,641,Pond,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,642,Hee Chan,5.6,5.6,Wolves,57,4.75,66,2.94,66,2.98,64,2.79,65,2.73,0,0.00,66,3.10,60,3.12,60,2.65,63,3.35,0.00
M,643,André,5.3,5.3,Wolves,57,3.99,65,2.41,64,2.27,62,2.18,57,2.09,0,0.00,57,2.15,59,2.48,62,2.05,66,2.52,0.00
M,644,Bellegarde,5.1,5.1,Wolves,27,2.41,31,1.41,36,1.59,37,1.63,39,1.68,0,0.00,42,1.92,37,1.90,37,1.53,40,1.93,0.00
M,645,Fer López,5.1,5.1,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,646,J.Gomes,5.3,5.3,Wolves,79,5.69,68,2.62,71,2.61,63,2.32,56,2.10,0,0.00,56,2.25,59,2.60,71,2.47,72,2.93,0.00
M,647,Guedes,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,648,Munetsi,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,649,B.Traore,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,650,Chirewa,4.3,4.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,651,Edozie,4.3,4.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.12,0,0.00,0,0.00,0,0.00,0.00
M,652,Gonzalez,4.3,4.3,Wolves,0,0.00,0,0.00,0,0.00,1,0.11,0,0.00,0,0.00,1,0.11,2,0.20,1,0.07,2,0.16,0.00
M,653,Hodge,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,654,Strand Larsen,6.1,6.1,Crystal Palace,78,4.56,67,3.86,64,2.77,56,2.65,53,2.92,59,0.23,54,2.84,54,5.31,56,1.53,52,2.63,0.00
F,655,Fábio Silva,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,656,Kalajdžić,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,657,Chiwome,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,2,0.16,0,0.00,4,0.28,4,0.33,4,0.26,4,0.28,0.00
F,658,Fraser,4.2,4.2,Wolves,3,0.44,4,0.25,5,0.32,6,0.38,3,0.24,0,0.00,5,0.33,4,0.34,7,0.39,3,0.25,0.00
D,659,Walker-Peters,4.2,4.2,West Ham,15,0.43,14,0.49,17,0.42,17,0.52,23,0.64,18,0.47,20,0.90,24,1.00,21,0.62,23,0.68,0.00
M,660,Stach,4.8,4.8,Leeds,0,0.00,19,0.79,62,2.51,75,3.56,71,3.02,70,3.17,75,2.99,73,4.27,70,2.45,67,3.55,0.04
F,661,Ekitiké,8.9,8.9,Liverpool,85,4.63,74,4.06,74,5.03,76,4.59,73,4.51,74,3.96,65,3.93,55,4.18,55,2.20,55,2.85,0.34
D,662,Mosquera,5.3,5.3,Arsenal,8,0.66,10,0.39,13,0.56,13,0.53,18,0.87,0,0.00,19,0.88,19,1.18,20,0.36,16,0.77,0.00
M,663,J.Arias,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,664,Lecomte,3.9,3.9,Fulham,0,0.00,1,0.04,3,0.12,3,0.13,6,0.21,5,0.21,7,0.21,5,0.25,3,0.06,6,0.16,0.00
G,665,Perri,4.5,4.5,Leeds,6,0.19,7,0.21,8,0.25,10,0.39,10,0.34,7,0.26,11,0.33,9,0.45,13,0.36,10,0.43,0.00
F,666,Gyökeres,8.8,8.8,Arsenal,37,5.42,23,1.73,26,2.01,24,1.78,26,2.04,0,0.00,22,1.92,28,3.00,24,0.73,25,2.03,0.00
D,667,Aznou,4.2,4.2,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,2,0.07,0,0.00,0,0.00,0.00
M,668,Xhaka,5.1,5.1,Sunderland,0,0.00,31,1.25,60,2.31,79,2.98,82,3.21,80,2.91,81,3.22,75,3.25,81,2.56,79,3.17,0.00
M,669,Ndoye,5.5,5.5,Nott'm Forest,28,1.65,28,1.38,32,1.50,27,1.20,28,1.49,30,1.46,28,1.37,33,2.26,32,1.22,29,1.32,0.00
G,670,Roefs,5.0,5.0,Sunderland,94,3.15,93,3.66,91,3.13,92,3.32,92,3.49,93,3.02,90,3.47,90,3.70,90,2.78,89,3.54,0.01
F,671,Wilson,5.8,5.8,West Ham,31,1.62,31,1.78,33,1.50,34,1.71,34,1.63,30,1.43,34,2.03,36,2.18,37,1.55,35,1.68,0.00
D,672,Hato,4.6,4.6,Chelsea,9,0.41,9,0.44,15,0.43,15,0.52,18,0.74,17,0.66,14,0.49,17,0.94,17,0.38,14,0.64,0.00
M,673,J.Palhinha,5.5,5.5,Spurs,82,3.44,75,2.83,75,3.11,68,2.95,55,2.13,49,2.14,46,1.94,45,2.20,39,1.49,41,1.58,0.00
G,674,Ramsdale,4.8,4.8,Newcastle,2,0.06,4,0.14,3,0.13,6,0.20,6,0.20,3,0.15,5,0.20,6,0.35,4,0.04,6,0.25,0.00
G,675,Gunn,4.0,4.0,Nott'm Forest,3,0.12,1,0.03,2,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,676,Ugochukwu,5.0,5.0,Burnley,68,2.36,65,2.15,67,2.43,68,2.29,58,2.17,61,2.10,62,2.29,60,2.83,62,0.78,60,2.11,0.00
M,677,Guessand,6.2,6.2,Crystal Palace,25,1.71,25,1.60,27,1.34,24,1.30,26,1.56,23,0.11,27,1.52,28,2.95,26,0.80,26,1.46,0.00
D,678,Masuaku,3.9,3.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,679,Hermansen,4.2,4.2,West Ham,88,2.81,84,2.90,83,2.37,76,2.45,75,2.27,75,2.27,72,2.90,75,3.06,70,2.04,72,2.22,0.00
F,680,Broja,5.2,5.2,Burnley,42,2.01,39,1.79,37,1.91,40,1.84,39,2.09,36,1.71,44,2.21,37,2.37,40,0.69,42,1.96,0.00
F,681,Šeško,7.2,7.2,Man Utd,34,2.12,39,2.14,38,2.40,35,1.89,39,2.20,41,2.31,36,2.31,34,2.39,33,1.43,32,1.88,0.00
D,682,Møller Wolfe,4.2,4.2,Wolves,16,0.93,13,0.44,21,0.67,21,0.63,23,0.68,0,0.00,21,0.71,23,0.87,17,0.55,21,0.89,0.00
D,683,Alderete,4.1,4.1,Sunderland,87,3.27,80,3.67,79,3.07,76,3.25,73,3.25,74,2.61,79,3.51,76,3.41,76,2.83,73,3.56,0.21
D,684,Thiaw,5.1,5.1,Newcastle,85,3.54,81,2.54,79,3.74,80,3.23,79,2.81,79,4.04,84,3.65,73,4.62,67,0.76,65,2.94,0.10
D,685,Diakité,4.2,4.2,Bournemouth,16,0.52,17,0.60,26,1.16,31,1.15,34,1.49,33,1.14,41,0.97,33,1.30,36,1.22,33,1.36,0.00
M,686,Ngumoha,4.3,4.3,Liverpool,8,0.51,4,0.28,5,0.42,6,0.46,6,0.45,8,0.52,7,0.47,3,0.36,4,0.20,5,0.32,0.00
M,687,Rees-Dottin,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,688,Wright,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,689,Seung soo,4.3,4.3,Newcastle,1,0.12,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,690,Cardines,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.03,0,0.00,0,0.00,0.00
F,691,Calvert-Lewin,5.9,5.9,Leeds,84,3.74,80,3.51,71,3.38,73,4.31,77,3.79,72,3.83,70,3.23,65,4.75,67,2.76,70,4.55,0.05
D,692,Leoni,4.9,4.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,693,Hutchinson,5.4,5.4,Nott'm Forest,36,2.09,38,1.76,33,1.54,41,1.68,35,1.83,41,1.91,37,1.78,40,2.70,38,1.45,36,1.58,0.00
D,694,Mukiele,4.6,4.5,Sunderland,87,3.07,86,3.73,81,2.97,79,3.21,74,3.09,78,2.58,80,3.37,76,3.23,77,2.74,71,3.31,0.18
D,695,Tchatchoua,4.4,4.4,Wolves,27,1.43,28,0.88,25,0.76,27,0.76,33,0.90,0,0.00,31,1.03,33,1.21,28,0.86,33,1.35,0.00
F,696,Kalimuendo,6.0,6.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,697,Adli,5.4,5.4,Bournemouth,68,3.16,62,3.26,55,3.13,52,2.72,48,2.76,46,2.40,46,1.79,46,2.63,48,2.19,50,2.80,0.00
M,698,Okafor,5.5,5.5,Leeds,60,2.49,54,2.26,48,2.17,50,2.72,47,2.23,47,2.36,46,2.01,49,3.23,44,1.68,51,3.04,0.00
M,699,Douglas Luiz,4.9,4.9,Aston Villa,78,3.52,77,3.58,76,3.44,75,3.18,79,3.03,72,3.46,64,2.73,50,3.21,48,1.30,46,2.18,0.00
M,700,Dowman,4.2,4.2,Arsenal,1,0.19,7,0.42,8,0.57,13,0.82,11,0.78,0,0.00,13,0.95,15,1.46,14,0.36,16,1.13,0.00
D,701,Rowe,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,702,Burrowes,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,703,Proctor,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,704,Onyango,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,705,Campbell,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,706,Justin,3.9,3.9,Leeds,72,2.23,62,1.98,52,1.69,55,2.58,53,2.05,52,2.06,55,1.70,51,2.92,54,1.53,52,2.65,0.00
M,707,Dibling,5.3,5.3,Everton,4,0.33,4,0.30,6,0.38,6,0.42,8,0.40,13,0.71,8,0.47,10,0.64,10,0.44,7,0.43,0.00
M,708,M.Fernandes,5.5,5.5,West Ham,86,3.48,82,3.57,81,2.99,81,3.28,80,3.07,79,2.95,77,3.58,81,4.02,74,2.52,78,3.08,0.00
D,709,Krejčí,4.5,4.5,Wolves,78,4.59,77,2.70,78,2.51,72,2.21,71,2.19,0,0.00,71,2.60,63,2.56,66,2.16,64,2.81,0.00
D,710,Patterson,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,711,Harriman-Annous,4.4,4.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,712,Yeremy,5.8,5.8,Crystal Palace,56,3.35,49,2.80,50,2.17,47,2.21,47,2.50,44,0.18,44,2.27,48,4.55,43,1.15,45,2.21,0.00
D,713,A.Jimenez,4.5,4.5,Bournemouth,79,2.73,72,2.74,77,3.52,72,2.72,70,3.07,69,2.30,68,1.34,69,2.50,69,2.43,70,2.99,0.00
F,714,Woltemade,6.9,6.9,Newcastle,46,2.51,41,1.96,46,2.68,43,2.43,44,2.19,44,2.73,45,2.42,47,4.11,44,0.71,38,2.31,0.00
G,715,John,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,716,Savona,4.5,4.5,Nott'm Forest,4,0.19,14,0.46,16,0.52,19,0.48,18,0.71,18,0.61,26,0.90,21,1.17,17,0.52,20,0.58,0.00
M,717,Xavi,6.5,6.5,Spurs,78,4.04,70,2.88,72,3.41,70,3.84,66,2.76,62,3.44,59,2.97,53,3.26,52,2.46,58,2.50,0.00
M,718,S.Magassa,5.0,5.0,West Ham,15,0.63,14,0.55,14,0.53,16,0.64,18,0.71,20,0.78,21,0.93,17,0.85,23,0.74,22,0.88,0.00
D,719,Lindelöf,4.5,4.5,Aston Villa,4,0.17,8,0.32,11,0.47,11,0.38,17,0.51,15,0.63,15,0.56,14,0.80,15,0.33,15,0.61,0.00
F,720,Tolu,5.4,5.4,Wolves,84,5.89,73,2.91,79,3.07,78,2.97,73,2.74,0,0.00,76,3.18,71,3.18,74,2.77,71,3.18,0.00
D,721,Milosavljević,4.4,4.4,Bournemouth,3,0.12,8,0.30,8,0.35,11,0.39,15,0.62,13,0.45,12,0.29,20,0.78,17,0.55,18,0.75,0.00
M,722,Florentino,5.0,5.0,Burnley,76,2.85,75,2.70,75,2.89,76,2.83,69,2.69,68,2.52,72,2.73,71,3.58,73,0.98,72,2.67,0.00
D,723,Canvot,4.5,4.5,Crystal Palace,16,0.73,11,0.51,17,0.53,17,0.61,18,0.76,25,0.07,23,0.86,23,1.73,26,0.52,29,1.10,0.00
D,724,Geertruida,4.5,4.5,Sunderland,52,1.54,45,1.76,45,1.41,54,1.83,47,1.73,45,1.25,47,1.76,45,1.60,40,1.27,47,1.88,0.00
D,725,Hincapie,5.1,5.1,Arsenal,27,2.79,26,1.26,29,1.44,29,1.44,31,1.70,0,0.00,31,1.67,30,2.10,32,0.62,30,1.67,0.00
F,726,Kolo Muani,6.9,6.9,Spurs,56,2.82,55,2.25,51,2.41,46,2.52,37,1.67,28,1.64,25,1.35,19,1.35,21,1.11,16,0.87,0.00
M,727,Chukwueze,5.3,5.3,Fulham,70,2.78,64,3.14,63,3.38,66,3.82,62,2.95,59,3.60,54,2.32,57,3.60,58,1.75,54,2.05,0.00
M,728,Röhl,5.0,5.0,Everton,3,0.25,5,0.34,5,0.30,6,0.45,7,0.39,12,0.61,11,0.55,9,0.59,7,0.35,9,0.49,0.00
D,729,Cuiabano,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,730,Brobbey,5.5,5.5,Sunderland,78,3.36,72,3.47,69,3.10,67,3.03,67,3.29,63,2.63,65,3.23,66,3.33,68,2.61,66,3.15,0.00
M,731,Kevin,5.8,5.8,Fulham,19,0.92,22,1.15,20,1.14,18,1.10,22,1.14,23,1.47,23,1.13,22,1.53,22,0.74,22,0.98,0.00
F,732,Uche,5.5,5.5,Crystal Palace,6,0.47,2,0.20,2,0.16,2,0.15,3,0.24,4,0.02,4,0.29,3,0.45,3,0.15,4,0.28,0.00
G,733,Lammens,5.0,5.0,Man Utd,91,3.42,91,3.39,89,3.59,91,3.04,89,3.29,89,2.95,89,3.61,89,3.88,85,2.25,89,2.99,0.00
M,734,Bakwa,5.9,5.9,Nott'm Forest,2,0.21,5,0.34,5,0.36,5,0.31,6,0.40,7,0.42,6,0.39,6,0.54,7,0.36,8,0.46,0.00
M,735,Traoré,5.5,5.5,Sunderland,0,0.00,9,0.50,17,0.92,23,1.19,25,1.37,23,1.13,24,1.37,24,1.41,27,1.17,25,1.35,0.00
G,736,Donnarumma,5.6,5.6,Man City,94,4.03,94,3.74,93,3.78,92,3.96,93,3.77,92,0.40,91,3.43,91,6.98,92,1.51,91,3.87,0.00
F,737,Kusi-Asare,4.5,4.5,Fulham,0,0.00,2,0.13,0,0.00,2,0.16,2,0.14,2,0.22,2,0.12,1,0.09,3,0.14,3,0.23,0.00
G,738,Fabianski,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,0.00
M,739,Mukasa,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,740,Mfuni,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,741,Gray,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,742,McAidoo,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,743,Emenalo,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,744,Oriola,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,745,Byfield,4.0,4.0,Spurs,6,0.22,6,0.16,4,0.13,2,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,746,Morrison,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,0.00
D,747,Mayers,4.0,4.0,West Ham,0,0.00,0,0.00,1,0.02,3,0.07,1,0.03,4,0.08,3,0.09,5,0.14,4,0.08,4,0.10,0.00
M,748,Dasilva,4.9,4.9,Brentford,0,0.00,0,0.00,1,0.10,1,0.09,4,0.30,5,0.33,5,0.34,5,0.41,6,0.25,7,0.45,0.00
F,749,Mané,4.6,4.5,Wolves,78,5.21,73,2.61,70,2.48,68,2.43,70,2.41,0,0.00,71,2.65,72,2.92,69,2.28,70,2.67,0.09
D,750,Rowswell,4.0,4.0,Spurs,9,0.30,7,0.23,3,0.11,2,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,751,Akhamrich,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,752,Golambeckis,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,753,Ruddy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
